id,dateTime,mag,latitude,longitude,place
805,2016/11/16 23:15:44,2.1,34.86 N,125.08 E,전남 신안군 흑산면 서북서쪽 43km 해역
806,2016/11/18 02:02:35,2.0,35.51 N,128.09 E,경남 합천군 남서쪽 9km 지역
807,2016/11/19 03:29:02,2.1,35.76 N,129.19 E,경북 경주시 남남서쪽 9km 지역
808,2016/11/25 18:53:58,2.3,35.75 N,129.17 E,경북 경주시 남남서쪽 11km 지역
809,2016/11/27 06:53:12,2.5,36.34 N,127.33 E,대전 유성구 남서쪽 3km 지역
810,2016/11/27 20:08:46,2.2,36.02 N,127.39 E,충남 금산군 남서쪽 13km 지역
811,2016/11/28 20:57:26,2.4,35.77 N,129.19 E,경북 경주시 남남서쪽 8km 지역
812,2016/11/28 23:33:02,2.2,38.49 N,126.14 E,북한 황해북도 평산 북서쪽 28km 지역
813,2016/11/29 10:09:22,2.9,33.4 N,125.72 E,제주 제주시 고산 서북서쪽 43km 해역
814,2016/12/02 04:45:42,2.1,35.76 N,129.19 E,경북 경주시 남남서쪽 9km 지역
815,2016/12/05 00:47:03,2.1,35.77 N,129.18 E,경북 경주시 남남서쪽 8km 지역
816,2016/12/05 07:42:21,2.1,35.81 N,129.72 E,경북 포항시 남구 남동쪽 39km 해역
